"Tyler Boyd, Cin",@Cle,13th,2,2,22,5,0,0,0,0,0,2.1,3300,0.64,Sun 1:00,,,,,,,,,,,,,
"Bennie Fowler, Den",Oak,14th,3,8,84,14,2,0,0,0,0,9.5,3300,2.87,Sun 4:25,,,,,,,,,,,,,
"Ryan Grant, Was",@KC,24th,3,8,103,12,1,0,0,0,0,8.1,3300,2.45,Mon 8:30,,,,,,,,,,,,,
"Adam Humphries, TB",NYG,4th,2,8,86,13,0,0,0,0,0,8.3,3300,2.52,Sun 4:05,,,,,,,,,,,,,
"Jeff Janis, GB",Chi,16th,3,0,0,0,0,0,0,0,0,0,3300,0,Thu 8:25,,,,,,,,,,,,,
"Seth Roberts, Oak",@Den,11th,3,5,39,7,1,0,0,1,1,4.6,3300,1.4,Sun 4:25,,,,,,,,,,,,,
"Eli Rogers, Pit",@Bal,5th,3,6,54,11,0,0,0,1,1,3.5,3300,1.05,Sun 1:00,,,,,,,,,,,,,
"John Ross, Cin",@Cle,13th,1,0,0,0,0,12,0,1,1,0.2,3300,0.06,Sun 1:00,,,,,,,,,,,,,
"Trent Taylor, SF",@Ari,28th,3,6,46,9,1,0,0,0,0,5.5,3300,1.68,Sun 4:05,,,,,,,,,,,,,
"Markus Wheaton, Chi",@GB,12th,1,0,0,2,0,0,0,0,0,0,3300,0,Thu 8:25,,,,,,,,,,,,,
"Albert Wilson, KC",Was,3rd,3,10,77,12,1,0,0,0,0,7.9,3300,2.39,Mon 8:30,,,,,,,,,,,,,
"Chris Conley, KC",Was,3rd,3,6,98,9,0,0,0,0,0,5.3,3200,1.65,Mon 8:30,,,,,,,,,,,,,
"Dontrelle Inman, LAC",Phi,29th,2,1,2,3,0,0,0,0,0,0.6,3200,0.19,Sun 4:05,,,,,,,,,,,,,
"Roger Lewis, NYG",@TB,32nd,3,7,73,9,0,0,0,0,0,4.8,3200,1.49,Sun 4:05,,,,,,,,,,,,,
"Ricardo Louis, Cle",Cin,8th,3,5,69,11,0,0,0,0,0,4,3200,1.24,Sun 1:00,,,,,,,,,,,,,
"Laquon Treadwell, Min",Det,17th,3,5,42,8,0,0,0,0,0,3.1,3200,0.96,Sun 1:00,,,,,,,,,,,,,
